src_ip,dst_ip,src_port,dst_port,protocol,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,avg_pkt_size,pkt_size_entropy,duration,pkt_rate,byte_rate,syn_count,fin_count,rst_count,ack_count,label
10.0.2.15,74.125.207.16,51323,995,TCP,13,0,1538,0,118.3076923076923,2.7192945256669794,1.374668,9.456828848856597,1118.8155976570342,1,1,0,12,NonVPN
74.125.207.16,10.0.2.15,995,51323,TCP,0,18,0,1581,87.83333333333333,2.0558279011639637,1.322526,13.610318436083675,1195.4396359693496,1,1,0,18,NonVPN
10.0.2.15,157.55.235.142,0,0,OTHER,2,0,166,0,83.0,-0.0,1806.666526,0.0011070111563023,0.0918819259730946,0,0,0,0,NonVPN
157.55.235.142,10.0.2.15,0,0,OTHER,0,2,0,124,62.0,-0.0,1806.669815,0.0011070091410145,0.0686345667428998,0,0,0,0,NonVPN
10.0.2.15,224.0.0.251,0,0,OTHER,1,0,87,0,87.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,157.55.235.169,0,0,OTHER,2,0,152,0,76.0,-0.0,2776.627977,0.000720298151775,0.0547426595349039,0,0,0,0,NonVPN
157.55.235.169,10.0.2.15,0,0,OTHER,0,2,0,124,62.0,-0.0,2776.626777,0.0007202984630728,0.0446585047105162,0,0,0,0,NonVPN
10.0.2.15,64.233.183.16,51692,995,TCP,14,0,1331,0,95.07142857142856,2.6384600665861555,1.566425,8.937548877220422,849.705539684313,1,1,0,13,NonVPN
64.233.183.16,10.0.2.15,995,51692,TCP,0,20,0,5298,264.9,2.419240704636849,1.51506,13.20079732815862,3496.8912122292186,1,1,0,20,NonVPN
10.0.2.15,65.55.223.25,0,0,OTHER,1,0,76,0,76.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,157.56.52.14,0,0,OTHER,2,0,166,0,83.0,-0.0,2569.844237,0.0007782572854823,0.0645953546950324,0,0,0,0,NonVPN
65.55.223.25,10.0.2.15,0,0,OTHER,0,1,0,524,524.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,157.55.56.152,0,0,OTHER,4,0,724,0,181.0,2.0,2569.900399,0.0015564805552606,0.2817229805021715,0,0,0,0,NonVPN
157.56.52.14,10.0.2.15,0,0,OTHER,0,2,0,124,62.0,-0.0,2569.843721,0.0007782574417489,0.0482519613884333,0,0,0,0,NonVPN
157.55.56.152,10.0.2.15,0,0,OTHER,0,4,0,252,63.0,-0.0,2569.898444,0.0015564817393227,0.0980583495773345,0,0,0,0,NonVPN
10.0.2.15,157.56.52.41,0,0,OTHER,1,0,76,0,76.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
157.56.52.41,10.0.2.15,0,0,OTHER,0,1,0,62,62.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,173.194.194.16,58959,995,TCP,15,0,1385,0,92.33333333333331,2.555913095175825,1.57473,9.525442456802118,879.5158535113956,1,1,0,14,NonVPN
173.194.194.16,10.0.2.15,995,58959,TCP,0,20,0,5297,264.85,2.419240704636849,1.52654,13.101523707207148,3469.938553853813,1,1,0,20,NonVPN
10.0.2.15,74.125.70.16,36984,995,TCP,12,0,1484,0,123.66666666666669,2.792481250360578,1.373355,8.73772622519305,1080.5654765155405,1,1,0,11,NonVPN
74.125.70.16,10.0.2.15,995,36984,TCP,0,18,0,1581,87.83333333333333,2.0558279011639637,1.32507,13.584188005161993,1193.1445131200617,1,1,0,18,NonVPN
10.0.2.15,157.55.235.153,0,0,OTHER,1,0,76,0,76.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
157.55.235.153,10.0.2.15,0,0,OTHER,0,1,0,524,524.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,84.248.183.50,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,178.151.119.122,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,77.85.144.115,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,176.14.234.6,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
178.151.119.122,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
176.14.234.6,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,111.221.74.47,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,157.55.235.146,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
77.85.144.115,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
157.55.235.146,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
111.221.74.47,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,70.80.25.101,38947,64982,TCP,22,0,2776,0,126.1818181818182,2.9808259362290785,35.925593,0.61237680892282,77.27081916226128,1,1,0,21,NonVPN
10.0.2.15,204.83.155.169,55727,32620,TCP,23,0,2729,0,118.65217391304348,2.4792336948111924,35.923942,0.640241541421039,75.96605071904415,1,1,0,22,NonVPN
70.80.25.101,10.0.2.15,64982,38947,TCP,0,23,0,2601,113.08695652173913,1.5023937690458926,35.87603,0.6410965761819242,72.49966063692109,1,1,0,23,NonVPN
204.83.155.169,10.0.2.15,32620,55727,TCP,0,23,0,2768,120.34782608695652,1.8886333067471095,35.870942,0.641187510492476,77.16552300187712,1,1,0,23,NonVPN
10.0.2.15,70.80.25.101,0,0,OTHER,2,0,130,0,65.0,-0.0,19.635582,0.101855906282788,6.620633908381223,0,0,0,0,NonVPN
10.0.2.15,204.83.155.169,0,0,OTHER,4,0,260,0,65.0,1.5,19.63567,0.2037108996026109,13.241208474169712,0,0,0,0,NonVPN
70.80.25.101,10.0.2.15,0,0,OTHER,0,2,0,128,64.0,-0.0,19.635398,0.1018568607572914,6.518839088466656,0,0,0,0,NonVPN
204.83.155.169,10.0.2.15,0,0,OTHER,0,2,0,128,64.0,-0.0,19.633571,0.1018663390373559,6.519445698390782,0,0,0,0,NonVPN
10.0.2.15,74.125.71.16,51247,465,TCP,18,0,2068,0,114.88888888888889,2.967064753975466,2.883427,6.242571773101938,717.2021348208226,1,1,0,17,NonVPN
74.125.71.16,10.0.2.15,465,51247,TCP,0,24,0,5864,244.33333333333337,2.4138909867280645,2.779772,8.633801621140151,2109.5255294319104,1,1,0,24,NonVPN
10.0.2.15,74.125.71.16,51248,465,TCP,16,0,2250,0,140.625,3.375,2.48221,6.445868802397864,906.4503003371997,1,1,0,15,NonVPN
74.125.71.16,10.0.2.15,465,51248,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,2.361412,9.739935259073809,935.8807357631789,1,1,0,23,NonVPN
10.0.2.15,74.125.71.16,51249,465,TCP,15,0,2166,0,144.4,3.240223928941852,2.218281,6.761992732210211,976.4317505311544,1,1,0,14,NonVPN
74.125.71.16,10.0.2.15,465,51249,TCP,0,22,0,2138,97.1818181818182,2.09098996700847,2.112747,10.412983665341851,1011.9526852954943,1,1,0,22,NonVPN
10.0.2.15,74.125.71.16,51250,465,TCP,18,0,2358,0,131.0,3.197159723424149,2.275635,7.909880099400827,1036.1942930215082,1,1,0,17,NonVPN
74.125.71.16,10.0.2.15,465,51250,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,2.171656,10.590995995682556,1017.6565717590632,1,1,0,23,NonVPN
10.0.2.15,213.199.179.169,0,0,OTHER,1,0,76,0,76.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
213.199.179.169,10.0.2.15,0,0,OTHER,0,1,0,62,62.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,74.125.71.16,51251,465,TCP,16,0,2249,0,140.5625,3.375,2.556151,6.259411122425866,879.8384758959858,1,1,0,15,NonVPN
74.125.71.16,10.0.2.15,465,51251,TCP,0,23,0,2204,95.82608695652172,2.032128525239341,2.419811,9.504874554252376,910.8149355466192,1,1,0,23,NonVPN
10.0.2.15,74.125.71.16,51252,465,TCP,16,0,2249,0,140.5625,3.375,2.106609,7.595144613926931,1067.5925147951043,1,1,0,15,NonVPN
74.125.71.16,10.0.2.15,465,51252,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,1.988013,11.569340844350616,1111.6627506962982,1,1,0,23,NonVPN
10.0.2.15,137.116.224.167,45233,443,TCP,11,0,1716,0,156.0,2.7321588913645702,0.642266,17.12686021056696,2671.790192848446,1,1,0,10,NonVPN
137.116.224.167,10.0.2.15,443,45233,TCP,0,13,0,4312,331.6923076923077,1.5058762556041068,0.536091,24.24961433786428,8043.410540374675,1,1,0,13,NonVPN
10.0.2.15,74.125.71.16,51254,465,TCP,15,0,2197,0,146.46666666666667,3.456564762130954,2.471479,6.069240321281305,888.941399057002,1,1,0,14,NonVPN
74.125.71.16,10.0.2.15,465,51254,TCP,0,23,0,2204,95.82608695652172,2.032128525239341,2.364584,9.72686950431873,932.0878429355861,1,1,0,23,NonVPN
10.0.2.15,24.140.134.21,56953,45411,TCP,3,0,202,0,67.33333333333333,0.9182958340544896,3.062662,0.9795400210666408,65.95569475182047,2,0,1,0,NonVPN
10.0.2.15,108.237.134.2,39805,7124,TCP,3,0,222,0,74.0,-0.0,3.001276,0.9995748474981974,73.96853871486661,3,0,0,0,NonVPN
10.0.2.15,109.67.152.59,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,92.98.55.194,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,178.216.103.137,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,95.30.120.142,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
178.216.103.137,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,111.221.77.168,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,157.55.130.151,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
157.55.130.151,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
109.67.152.59,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
92.98.55.194,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
111.221.77.168,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
95.30.120.142,10.0.2.15,0,0,OTHER,0,1,0,68,68.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,24.140.134.21,56955,45411,TCP,8,0,522,0,65.25,1.5487949406953985,1.524546,5.247463835135181,342.39701524257055,1,1,0,7,NonVPN
10.0.2.15,108.237.134.2,39807,7124,TCP,3,0,222,0,74.0,-0.0,3.00343,0.9988579723849064,73.91548995648309,3,0,0,0,NonVPN
24.140.134.21,10.0.2.15,45411,56955,TCP,0,7,0,474,67.71428571428571,1.1488348542809166,1.462062,4.787758658661534,324.19965774365244,1,1,0,7,NonVPN
10.0.2.15,24.36.174.173,57461,47044,TCP,26,0,2703,0,103.96153846153848,2.390522163873018,43.13233,0.6027960928612017,62.66760919245495,1,1,0,25,NonVPN
24.36.174.173,10.0.2.15,47044,57461,TCP,0,28,0,3091,110.39285714285714,2.254252482727041,43.092791,0.6497606525416281,71.7289348930776,1,1,0,28,NonVPN
10.0.2.15,24.36.174.173,0,0,OTHER,3,0,192,0,64.0,-0.0,39.906987,0.0751748058554257,4.811187574747249,0,0,0,0,NonVPN
24.36.174.173,10.0.2.15,0,0,OTHER,0,3,0,192,64.0,-0.0,39.907726,0.0751734137896005,4.811098482534434,0,0,0,0,NonVPN
10.0.2.15,108.237.134.2,51716,443,TCP,3,0,222,0,74.0,-0.0,3.002774,0.9990761875519104,73.93163787884136,3,0,0,0,NonVPN
24.140.134.21,10.0.2.15,45411,56953,TCP,0,1,0,60,60.0,-0.0,0.0,0.0,0.0,1,0,0,1,NonVPN
10.0.2.15,74.125.71.16,51261,465,TCP,18,0,2358,0,131.0,3.197159723424149,2.168055,8.302372402914132,1087.6107847817511,1,1,0,17,NonVPN
74.125.71.16,10.0.2.15,465,51261,TCP,0,23,0,2216,96.34782608695652,2.032128525239341,2.055117,11.19157692725037,1078.284107425514,1,1,0,23,NonVPN
10.0.2.15,99.242.236.70,60362,38938,TCP,2,0,148,0,74.0,-0.0,1.001604,1.996797137391624,147.76298816698016,2,0,0,0,NonVPN
10.0.2.15,184.162.79.221,39660,21315,TCP,12,0,821,0,68.41666666666667,2.292481250360578,1.080629,11.104643684372713,759.7427054058331,1,1,0,11,NonVPN
184.162.79.221,10.0.2.15,21315,39660,TCP,0,13,0,937,72.07692307692308,1.5058762556041068,1.032124,12.595385825734116,907.8366552856053,1,1,0,13,NonVPN
10.0.2.15,184.162.79.221,0,0,OTHER,1,0,63,0,63.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
184.162.79.221,10.0.2.15,0,0,OTHER,0,1,0,63,63.0,-0.0,0.0,0.0,0.0,0,0,0,0,NonVPN
10.0.2.15,74.125.71.16,51264,465,TCP,16,0,2249,0,140.5625,3.375,2.142115,7.469253518135114,1049.8969476428667,1,1,0,15,NonVPN
74.125.71.16,10.0.2.15,465,51264,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,2.034845,11.303072224174322,1086.0778093663153,1,1,0,23,NonVPN
10.0.2.15,74.125.71.16,51265,465,TCP,16,0,2249,0,140.5625,3.375,2.371992,6.745385313272558,948.148223096874,1,1,0,15,NonVPN
74.125.71.16,10.0.2.15,465,51265,TCP,0,23,0,2216,96.34782608695652,2.032128525239341,2.274331,10.1128639586762,974.3524579315853,1,1,0,23,NonVPN
10.0.2.15,74.125.71.16,51266,465,TCP,16,0,2254,0,140.875,3.375,2.078501,7.697855329393636,1084.4353695283285,1,1,0,15,NonVPN
74.125.71.16,10.0.2.15,465,51266,TCP,0,23,0,2216,96.34782608695652,2.032128525239341,1.970464,11.67237767348198,1124.608214105916,1,1,0,23,NonVPN
10.0.2.15,74.125.71.16,51267,465,TCP,17,0,2273,0,133.7058823529412,3.057476076289931,2.042442,8.323369770108526,1112.8834992621576,1,1,0,16,NonVPN
74.125.71.16,10.0.2.15,465,51267,TCP,0,22,0,2156,98.0,2.09098996700847,1.931704,11.38890844560036,1116.1130276688352,1,1,0,22,NonVPN
10.0.2.15,74.125.193.16,40733,995,TCP,16,0,1807,0,112.9375,2.774397470347699,2.631528,6.080117711078886,686.6732939949718,1,1,0,15,NonVPN
74.125.193.16,10.0.2.15,995,40733,TCP,0,25,0,5425,217.0,2.5117374334224665,2.583201,9.677915113845188,2100.1075797044055,1,1,0,25,NonVPN
10.0.2.15,74.125.71.16,51269,465,TCP,16,0,2256,0,141.0,3.375,2.537453,6.305535511396664,889.0805071069296,1,1,0,15,NonVPN
74.125.71.16,10.0.2.15,465,51269,TCP,0,23,0,2204,95.82608695652172,2.032128525239341,2.430902,9.461508526464662,906.6593387968744,1,1,0,23,NonVPN
10.0.2.15,74.125.71.16,51270,465,TCP,15,0,2216,0,147.73333333333332,3.456564762130954,2.033454,7.376611420764865,1089.7713938943295,1,1,0,14,NonVPN
74.125.71.16,10.0.2.15,465,51270,TCP,0,23,0,2222,96.6086956521739,2.032128525239341,1.907154,12.059854631560954,1165.086825709932,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42896,465,TCP,15,0,2166,0,144.4,3.240223928941852,2.819519,5.320056364223827,768.2161389939206,1,1,0,14,NonVPN
74.125.207.16,10.0.2.15,465,42896,TCP,0,22,0,2150,97.72727272727272,2.09098996700847,2.768289,7.947147136733196,776.6530156352896,1,1,0,22,NonVPN
10.0.2.15,74.125.193.16,40737,995,TCP,31,0,2876,0,92.7741935483871,2.417770810932337,4.134126,7.49856196932556,695.6730394767842,1,1,0,30,NonVPN
74.125.193.16,10.0.2.15,995,40737,TCP,0,44,0,29724,675.5454545454545,3.18128012140198,4.085761,10.769107639923137,7275.021715660803,1,1,0,44,NonVPN
10.0.2.15,74.125.207.16,42898,465,TCP,16,0,2248,0,140.5,3.375,2.797234,5.719936194111755,803.6510352727016,1,1,0,15,NonVPN
74.125.207.16,10.0.2.15,465,42898,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,2.743533,8.383350956595018,805.5306788728255,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42899,465,TCP,18,0,2360,0,131.11111111111111,3.197159723424149,2.661013,6.764341248990516,886.8802970898677,1,1,0,17,NonVPN
74.125.207.16,10.0.2.15,465,42899,TCP,0,23,0,2216,96.34782608695652,2.032128525239341,2.611122,8.808473905087544,848.6773118988694,1,1,0,23,NonVPN
10.0.2.15,64.233.183.16,51725,995,TCP,32,0,2967,0,92.71875,2.4012963907477656,4.804974,6.659765484683164,617.485131032967,1,1,0,31,NonVPN
64.233.183.16,10.0.2.15,995,51725,TCP,0,48,0,33251,692.7291666666666,3.1316504160456606,4.757443,10.089453515260193,6989.258725748264,1,1,0,48,NonVPN
10.0.2.15,74.125.207.16,42901,465,TCP,15,0,2170,0,144.66666666666666,3.240223928941852,2.706916,5.541361460791542,801.6502913278432,1,1,0,14,NonVPN
74.125.207.16,10.0.2.15,465,42901,TCP,0,22,0,2150,97.72727272727272,2.09098996700847,2.623792,8.384810991115149,819.4247104953441,1,1,0,22,NonVPN
10.0.2.15,74.125.207.16,42902,465,TCP,18,0,2357,0,130.94444444444446,3.197159723424149,2.672905,6.734246073092758,881.812110793313,1,1,0,17,NonVPN
74.125.207.16,10.0.2.15,465,42902,TCP,0,23,0,2204,95.82608695652172,2.032128525239341,2.621548,8.7734422562547,840.7246405558852,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42903,465,TCP,15,0,2165,0,144.33333333333334,3.240223928941852,2.70483,5.545635030667362,800.4199894263226,1,1,0,14,NonVPN
74.125.207.16,10.0.2.15,465,42903,TCP,0,22,0,2144,97.45454545454544,2.09098996700847,2.65792,8.277149048880329,806.6457982181555,1,1,0,22,NonVPN
10.0.2.15,74.125.207.16,42904,465,TCP,20,0,2472,0,123.6,3.0219280948873624,2.675099,7.4763588188698815,924.0779500123172,1,1,0,19,NonVPN
74.125.207.16,10.0.2.15,465,42904,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,2.625797,8.7592452881925,841.649221169801,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42905,465,TCP,20,0,2472,0,123.6,3.0219280948873624,2.642689,7.568049059121221,935.4108637073829,1,1,0,19,NonVPN
74.125.207.16,10.0.2.15,465,42905,TCP,0,23,0,2216,96.34782608695652,2.032128525239341,2.594771,8.863980674980567,854.0252685111712,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42906,465,TCP,19,0,2400,0,126.3157894736842,2.8795064608120065,2.460529,7.721916709780701,975.4000054459832,1,1,0,18,NonVPN
74.125.207.16,10.0.2.15,465,42906,TCP,0,22,0,2144,97.45454545454544,2.09098996700847,2.412747,9.118237428126529,888.6136839046945,1,1,0,22,NonVPN
10.0.2.15,74.125.207.16,42907,465,TCP,18,0,2356,0,130.88888888888889,3.197159723424149,2.798211,6.432681452542357,841.966527899433,1,1,0,17,NonVPN
74.125.207.16,10.0.2.15,465,42907,TCP,0,23,0,2216,96.34782608695652,2.032128525239341,2.746845,8.373242756689947,806.7437369054315,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42908,465,TCP,16,0,2258,0,141.125,3.375,2.651355,6.034650207158227,851.6400104852048,1,1,0,15,NonVPN
74.125.207.16,10.0.2.15,465,42908,TCP,0,23,0,2216,96.34782608695652,2.032128525239341,2.586427,8.892576515787997,856.7804156080957,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42909,465,TCP,17,0,2290,0,134.7058823529412,3.057476076289931,2.636697,6.447460591793445,868.5108679533523,1,1,0,16,NonVPN
74.125.207.16,10.0.2.15,465,42909,TCP,0,22,0,2144,97.45454545454544,2.09098996700847,2.578525,8.532009579119846,831.4831153469521,1,1,0,22,NonVPN
10.0.2.15,74.125.207.16,42910,465,TCP,19,0,2420,0,127.36842105263158,3.1083757000539416,15.997696,1.1876710246275464,151.2717831367717,1,2,0,18,NonVPN
74.125.207.16,10.0.2.15,465,42910,TCP,0,23,0,2204,95.82608695652172,2.032128525239341,15.947756,1.4422091735037832,138.20126166966688,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42911,465,TCP,15,0,2200,0,146.66666666666666,3.456564762130954,2.928799,5.121553237350873,751.161141478128,1,1,0,14,NonVPN
74.125.207.16,10.0.2.15,465,42911,TCP,0,23,0,2204,95.82608695652172,2.032128525239341,2.853649,8.059855994903367,772.3444614246531,1,1,0,23,NonVPN
10.0.2.15,64.233.183.16,51737,995,TCP,71,0,5567,0,78.40845070422536,2.098114340151047,8.017238,8.855917711311552,694.378787308048,1,1,0,70,NonVPN
64.233.183.16,10.0.2.15,995,51737,TCP,0,86,0,133595,1553.4302325581396,3.70145613958294,7.96918,10.79157454091889,16763.958148768128,1,1,0,86,NonVPN
10.0.2.15,74.125.207.16,42913,465,TCP,20,0,2440,0,122.0,2.7954618442383223,3.246687,6.160125691204604,751.5353343269616,1,1,0,19,NonVPN
74.125.207.16,10.0.2.15,465,42913,TCP,0,22,0,2150,97.72727272727272,2.09098996700847,3.165826,6.949213254297614,679.1276589427215,1,1,0,22,NonVPN
10.0.2.15,64.233.183.16,51739,995,TCP,16,0,1807,0,112.9375,2.774397470347699,2.862785,5.588963194930811,631.2035308274984,1,1,0,15,NonVPN
64.233.183.16,10.0.2.15,995,51739,TCP,0,24,0,5398,224.91666666666663,2.3640054628542204,2.81112,8.53752241099633,1920.2310822732577,1,1,0,24,NonVPN
10.0.2.15,74.125.207.16,42915,465,TCP,20,0,2447,0,122.35,2.7954618442383223,2.965037,6.74527838944337,825.2848109483963,1,2,1,18,NonVPN
74.125.207.16,10.0.2.15,465,42915,TCP,0,23,0,2204,95.82608695652172,2.032128525239341,2.899497,7.932410345656505,760.131843557693,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42916,465,TCP,17,0,2280,0,134.11764705882354,3.057476076289931,2.544383,6.681384052636729,896.091508235985,1,1,0,16,NonVPN
74.125.207.16,10.0.2.15,465,42916,TCP,0,22,0,2150,97.72727272727272,2.09098996700847,2.494475,8.81949107527636,861.9048096292806,1,1,0,22,NonVPN
10.0.2.15,74.125.207.16,42917,465,TCP,18,0,2352,0,130.66666666666666,3.197159723424149,2.776506,6.482968162143356,847.1078398533984,1,1,0,17,NonVPN
74.125.207.16,10.0.2.15,465,42917,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,2.722318,8.448682336156173,811.8081723002235,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42918,465,TCP,18,0,2366,0,131.44444444444446,3.197159723424149,2.656878,6.774868849830515,890.5188721499443,1,1,0,17,NonVPN
74.125.207.16,10.0.2.15,465,42918,TCP,0,23,0,2204,95.82608695652172,2.032128525239341,2.604066,8.832341422990046,846.3687172291332,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42919,465,TCP,18,0,2372,0,131.77777777777777,3.197159723424149,2.713552,6.633372052571684,874.1310282611131,1,1,0,17,NonVPN
74.125.207.16,10.0.2.15,465,42919,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,2.648777,8.683252686050958,834.347323311853,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42920,465,TCP,16,0,2243,0,140.1875,3.375,2.572932,6.218586422027477,871.7680840379769,1,1,0,15,NonVPN
74.125.207.16,10.0.2.15,465,42920,TCP,0,23,0,2204,95.82608695652172,2.032128525239341,2.523565,9.114090582172443,873.3676366568723,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42921,465,TCP,16,0,2223,0,138.9375,3.149397470347699,2.570909,6.223479710872692,864.6747123293745,1,1,0,15,NonVPN
74.125.207.16,10.0.2.15,465,42921,TCP,0,22,0,2150,97.72727272727272,2.09098996700847,2.521199,8.726006951454446,852.7688611648664,1,1,0,22,NonVPN
10.0.2.15,74.125.207.16,42922,465,TCP,18,0,2350,0,130.55555555555554,3.197159723424149,2.794511,6.441198478016369,840.934245741026,1,1,0,17,NonVPN
74.125.207.16,10.0.2.15,465,42922,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,2.740557,8.392454526579815,806.4054132061475,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42923,465,TCP,17,0,2290,0,134.7058823529412,3.057476076289931,2.611947,6.50855472947958,876.7406076769552,1,1,0,16,NonVPN
74.125.207.16,10.0.2.15,465,42923,TCP,0,22,0,2144,97.45454545454544,2.09098996700847,2.547633,8.63546672538784,841.5654845105241,1,1,0,22,NonVPN
10.0.2.15,74.125.207.16,42924,465,TCP,18,0,2357,0,130.94444444444446,3.197159723424149,2.297118,7.83590568703915,1026.0683169084043,1,1,0,17,NonVPN
74.125.207.16,10.0.2.15,465,42924,TCP,0,23,0,2210,96.08695652173913,2.032128525239341,2.245376,10.243273286968417,984.2449549652264,1,1,0,23,NonVPN
10.0.2.15,74.125.207.16,42925,465,TCP,16,0,2252,0,140.75,3.375,2.570052,6.225554969315796,876.2468619311983,1,1,0,15,NonVPN
74.125.207.16,10.0.2.15,465,42925,TCP,0,23,0,2216,96.34782608695652,2.032128525239341,2.517733,9.135202183869376,880.1568712806321,1,1,0,23,NonVPN
88.249.161.138,131.202.240.150,0,0,OTHER,0,2,0,150,75.0,-0.0,0.169174,11.822147611335076,886.6610708501306,0,0,0,0,NonVPN
131.202.240.150,88.249.161.138,0,0,OTHER,2,0,150,0,75.0,-0.0,0.169162,11.822986249866991,886.7239687400244,0,0,0,0,NonVPN
131.202.240.150,173.252.100.27,56404,443,TCP,374,0,252286,0,674.5614973262032,3.4441998970721306,333.550427,1.1212697383235548,756.3653935900973,0,0,0,374,NonVPN
131.202.240.150,131.202.244.5,0,0,OTHER,59,0,4748,0,80.47457627118644,1.5626614707480266,332.867941,0.1772474688393016,14.263914949983121,0,0,0,0,NonVPN
131.202.244.5,131.202.240.150,0,0,OTHER,0,57,0,10054,176.3859649122807,1.4597448797124917,332.867939,0.171239081093959,30.204170549450243,0,0,0,0,NonVPN
173.252.100.27,131.202.240.150,443,56404,TCP,0,323,0,168259,520.9256965944272,4.377112920344267,333.372314,0.9688866964519436,504.7179772703021,0,0,0,323,NonVPN
131.202.240.150,209.148.205.35,50735,443,TCP,12,0,821,0,68.41666666666667,1.0408520829727552,75.711524,0.1584963472667648,10.843791758834492,0,1,2,10,NonVPN
131.202.240.150,209.148.205.35,50736,443,TCP,9,0,1223,0,135.88888888888889,2.419381945646371,5.081543,1.771115584380571,240.6749288552709,1,1,2,6,NonVPN
209.148.205.35,131.202.240.150,443,50735,TCP,0,10,0,713,71.3,0.4689955935892812,75.690098,0.1321176780614024,9.419990445777993,0,1,0,10,NonVPN
